0	41736
1	546
2	812
3	408
4	549
5	549
6	1797
7	831
8	843
9	822
10	828
11	847
12	1082
13	1018
14	1230
15	2435
16	1184
17	1347
18	1282
19	1349
20	1421
21	1578
22	1546
23	2780
24	1585
25	1665
26	1875
27	1753
28	1781
29	1817
30	1860
31	3199
32	1950
33	1989
34	2068
35	2143
36	2338
37	2326
38	2312
39	3465
40	2497
41	2488
42	2489
43	2562
44	2594
45	2657
46	2718
47	2737
48	4027
49	2817
50	2928
51	2832
52	2878
53	3064
54	3022
55	3240
56	4579
57	3300
58	3299
59	3368
60	3394
61	3454
62	3475
63	3573
64	4876
65	3696
66	3717
67	3755
68	3841
69	3973
70	4025
71	3913
72	5274
73	4327
74	4208
75	4184
76	4160
77	4281
78	4277
79	4480
80	4375
81	6669
82	4507
83	4587
84	4744
85	4624
86	4619
87	4804
88	5016
89	6110
90	5019
91	5059
92	5121
93	5306
94	6252
95	6179
96	7403
97	6221
98	6215
99	6394
100	6379
101	6326
102	6286
103	8141
104	6864
105	6739
106	6683
107	6842
108	6855
109	8342
110	7141
111	7190
112	7417
113	7490
114	7640
115	8575
116	7544
117	7662
118	7846
119	7934
120	7871
121	9381
122	8174
123	8517
124	8387
125	8337
126	8530
127	9778
128	8944
129	8812
130	8700
131	8981
132	9054
133	10475
134	9272
135	9379
136	9621
137	9684
138	9685
139	10837
140	9713
141	9840
142	10060
143	9926
144	10112
145	11427
146	10244
147	10495
148	10692
149	10540
150	10667
151	12036
152	11066
153	11063
154	11054
155	11284
156	11092
157	12663
158	11589
159	11628
160	11779
161	11952
162	11876
163	13232
164	12120
165	12323
166	12527
167	12155
168	12277
169	13414
170	12606
171	12697
172	12821
173	12865
174	12952
175	15093
176	13163
177	13186
178	13346
179	13372
180	14713
181	13977
182	13764
183	13568
184	13727
185	13745
186	15082
187	16678
188	16489
189	16918
190	18656
191	17259
192	17375
193	17218
194	20200
195	17717
196	17964
197	18039
198	19100
199	17679
200	18155
201	18280
202	19315
203	18288
204	18622
205	18822
206	21388
207	19090
208	19210
209	19449
210	21723
211	19892
212	20006
213	21430
214	20538
215	20679
216	20546
217	22234
218	54510
219	37645
220	34381
221	22483
222	21359
223	21394
224	21619
225	22876
226	21797
227	21888
228	22012
229	24564
230	22438
231	22400
232	24028
233	22862
234	23237
235	23208
236	25748
237	23639
238	23456
239	23821
240	24887
241	23965
242	24234
243	24304
244	27380
245	24612
246	24604
247	26056
248	25100
249	25313
250	25384
251	26763
252	25736
253	25674
254	25811
255	27345
256	26006
257	26123
258	27136
259	26131
260	26418
261	26434
262	27812
263	26835
264	26452
265	27353
266	28733
267	27417
268	27490
269	28735
270	28014
271	27395
272	27911
273	29111
274	28036
275	28149
276	31219
277	29109
278	28680
279	36318
280	36433
281	35505
282	36871
283	35511
284	36887
285	36210
286	35942
287	39223
288	36319
289	37906
290	36414
291	37655
292	36639
293	38699
294	38040
295	37265
296	38281
297	37436
298	38798
299	37672
300	39104
