0	400
1	495
2	664
3	461
4	572
5	553
6	1761
7	922
8	833
9	820
10	878
11	884
12	1122
13	1054
14	1080
15	2375
16	1108
17	1368
18	1254
19	1343
20	1454
21	1651
22	1683
23	2596
24	1566
25	1663
26	1799
27	1682
28	1823
29	1745
30	1975
31	3179
32	1995
33	1954
34	2104
35	2139
36	2283
37	2276
38	2305
39	3403
40	2506
41	2512
42	2451
43	2599
44	2578
45	2780
46	2834
47	2772
48	3931
49	2794
50	2941
51	2860
52	2872
53	3036
54	3083
55	3371
56	4263
57	3242
58	3263
59	3373
60	3670
61	3416
62	3479
63	3603
64	4802
65	3643
66	3714
67	3846
68	3848
69	4141
70	3906
71	4008
72	5171
73	4079
74	4292
75	4233
76	4310
77	4224
78	4312
79	4548
80	4643
81	6592
82	4582
83	4653
84	4876
85	4846
86	4914
87	4911
88	5496
89	6290
90	5178
91	5027
92	5089
93	5341
94	6324
95	6367
96	7305
97	6056
98	6174
99	6497
100	6425
